Contract.Date	Transaction.Date	Address	Price	Block.Size.m2	Transaction.Type	Purpose	Advertise.Date	Bed.Num	Bath.Num	Ensuite.Num	Garage.Num	Carport.Num
5/07/2003	4/09/2003	11 Marrakai Street	535000	1225	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/06/2003	4/09/2003	21 Woolner Circuit	499000	972	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/07/2003	12/08/2003	64 Alroy Circuit	495000	792	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/02/2003	4/06/2003	38 Ambalindum Street	495000	1024	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/07/2003	10/09/2003	58 Alroy Circuit	495000	914	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/07/2003	25/08/2003	30 Tanumbirini Street	492500	1193	Full transfer	Single residential dwelling	12/06/2003	4	1	1	3	NA
23/04/2003	1/07/2003	66 Woolner Circuit	485000	1611	Full transfer	Single residential dwelling	21/03/2003	NA	NA	NA	NA	NA
16/04/2003	23/06/2003	31 Marrakai Street	484000	1431	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/05/2003	24/06/2003	16 Murranji Street	465000	1145	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/06/2003	15/09/2003	45 Tanumbirini Street	459000	889	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/06/2003	9/07/2003	20 Kulgera Street	456000	914	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/06/2003	6/01/2004	10 Alexandria Street	455000	820	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/03/2003	9/04/2003	18 Tanumbirini Street	455000	1564	Full transfer	Single residential dwelling	2/02/2003	5	1	1	0	2
17/12/2003	2/02/2004	52 Alroy Circuit	450000	914	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/09/2003	15/12/2003	16/1 Delamere Street	440000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/05/2003	NA	5 Tanumbirini Street *	440000	1046	Full transfer	NA	23/10/2002	4	2	1	NA	NA
30/04/2003	27/05/2003	5 Tanumbirini Street	435000	1046	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/05/2003	8/07/2003	22 Murranji Street	420000	1204	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
17/06/2003	19/08/2003	25 Alroy Circuit	410000	770	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/01/2003	12/03/2003	9/1 Delamere Street	400000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/01/2003	5/03/2003	1 Kurundi Place	394000	1173	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/10/2003	9/12/2003	7/42 Jinka Street	376000	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/06/2003	13/08/2003	9 Kulgera Street	366000	859	Full transfer	Single residential dwelling	19/02/2003	3	1	1	2	NA
7/03/2003	28/05/2003	37 Tanumbirini Street	363000	861	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
18/12/2003	27/01/2004	5/121 Hawker Place	350000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
18/12/2003	27/01/2004	6/121 Hawker Place	350000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
17/10/2003	1/12/2003	27 Elkedra Close	311000	353	Full transfer	Medium density dwelling	28/08/2003	3	1	NA	0	2
28/10/2003	5/12/2003	8 Epenarra Close	310000	296	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/05/2003	3/07/2003	8/2 Undoolya Street	310000	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/04/2003	24/06/2003	2 Murranji Street	310000	1047	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/07/2003	11/08/2003	4/27 Jinka Street	300000	6071	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/09/2003	1/12/2003	49 Elkedra Close	289000	316	Full transfer	Medium density dwelling	21/08/2003	3	1	NA	1	NA
18/07/2003	18/08/2003	5/72 Hawker Place	285160	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
16/07/2003	22/09/2003	12 Elkedra Close	285000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
19/09/2003	24/06/2004	6/8 Walhallow Street	275000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2003	28/03/2003	148 Murranji Street	270000	300	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
24/12/2003	30/01/2004	13/8 Walhallow Street	265000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/07/2003	18/08/2003	6/72 Hawker Place	262039	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
5/02/2003	10/03/2003	3/72 Hawker Place	258500	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
23/05/2003	19/04/2004	10/8 Walhallow Street	257400	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/03/2003	1/05/2003	11/8 Walhallow Street	256000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
8/08/2003	22/09/2003	2/21 Jinka Street	252000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/02/2003	1/05/2003	136 Murranji Street	251000	399	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
20/08/2003	24/09/2003	46 Alroy Circuit	250000	825	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
18/06/2003	4/08/2003	28 Elkedra Close	250000	280	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
10/11/2003	16/01/2004	2 Marqua Place	250000	469	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
24/02/2003	28/03/2003	39 Elkedra Close	250000	311	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
10/04/2003	7/07/2003	5/21 Jinka Street	240000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/10/2003	19/12/2003	23/8 Beetaloo Street	226000	5520	Full transfer	Multiple unit dwelling	29/01/2003	2	1	NA	0	1
18/02/2003	30/04/2003	24 Epenarra Close	213000	334	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
19/02/2003	13/03/2003	18 Epenarra Close	205000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/09/2003	15/09/2003	41 Elkedra Close	200000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/12/2003	NA	18/26 Springvale Drive *	192500	4379	Full transfer	NA	6/11/2003	2	1	NA	0	1
15/09/2003	14/10/2003	23/28 Springvale Drive	190000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/08/2003	NA	9/30 Springvale Drive *	190000	186	Full transfer	NA	2/05/2003	3	1	1	0	1
9/08/2003	17/11/2003	9/30 Springvale Drive	190000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/10/2003	17/12/2003	12/30 Springvale Drive	185000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/10/2003	1/12/2003	11/3 Bonrook Street	175000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/12/2003	3/02/2004	23/26 Springvale Drive	170000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/04/2003	27/05/2003	8/30 Springvale Drive	169000	4017	Full transfer	Multiple unit dwelling	21/03/2003	3	1	1	0	1
2/05/2003	2/05/2003	163 Belconnen Way	162500	1090	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/07/2003	21/11/2003	11/4 Beetaloo Street	158000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/12/2003	5/02/2004	20/4 Beetaloo Street	158000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/02/2003	17/02/2003	17 Goodparla Street	156667	1163	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/05/2003	3/07/2003	19/153 Murranji Street	155000	5542	Full transfer	Multiple unit dwelling	3/04/2003	2	1	NA	0	1
30/06/2003	3/10/2003	19/26 Springvale Drive	155000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/06/2003	25/08/2003	7/153 Murranji Street	155000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/04/2003	15/04/2004	21/28 Springvale Drive	154000	3934	Full transfer	Multiple unit dwelling	27/03/2003	2	1	NA	0	1
30/05/2003	27/05/2004	2 Gorrie Close	150000	597	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
4/07/2003	7/08/2003	2/4 Beetaloo Street	150000	7773	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/03/2003	19/12/2003	23/8 Beetaloo Street	144000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/02/2003	25/03/2003	14/8 Beetaloo Street	143500	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/06/2003	4/08/2003	4/26 Springvale Drive	140000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/01/2003	5/02/2003	22/8 Beetaloo Street	139500	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/03/2003	1/05/2003	7/28 Springvale Drive	130000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/09/2003	15/10/2003	8/121 Hawker Place	125000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
24/01/2003	6/03/2003	16/153 Murranji Street	125000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/04/2003	12/09/2003	21/26 Springvale Drive	112000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/04/2003	12/09/2003	22/26 Springvale Drive	112000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/03/2003	8/04/2003	12/121 Hawker Place	105000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
27/06/2003	19/08/2003	5/26 Springvale Drive	105000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/07/2003	19/12/2003	18/121 Hawker Place	97500	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
10/07/2003	19/12/2003	4/121 Hawker Place	97500	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
12/12/2003	12/12/2003	30 Springvale Drive	81950	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/07/2003	18/08/2003	4/72 Hawker Place	57802	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
12/12/2003	20/05/2004	8 Marqua Place	NA	464	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/10/2003	15/10/2003	13 Epenarra Close	NA	316	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
3/01/2003	3/01/2003	11 Tanumbirini Street	NA	1416	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/03/2003	28/03/2003	32 Moroak Street	NA	1163	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/08/2003	5/05/2004	6/8 Walhallow Street	NA	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/12/2003	17/12/2003	26 Woolner Circuit	NA	1159	Full transfer	Single residential dwelling...	NA	NA	NA	NA	NA	NA
10/02/2003	24/11/2003	49 Elkedra Close	NA	316	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/06/2003	NA	Springvale Drive *	NA	NA	Full transfer	NA	14/05/2003	2	1	NA	0	1
11/02/2003	11/02/2003	7/42 Jinka Street	NA	6092	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/10/2003	27/04/2004	9 Marqua Place	NA	386	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
8/02/2003	9/05/2003	55 Ambalindum Street	NA	2880	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/02/2003	NA	39 Elkedra Place *	NA	NA	Full transfer	NA	16/01/2003	3	1	NA	1	NA
15/10/2003	15/10/2003	18/32 Springvale Drive	NA	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/09/2003	19/01/2004	5/42 Jinka Street	NA	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/11/2003	29/11/2004	1 Woolner Circuit	NA	467	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
17/07/2003	17/07/2003	7 Tanumbirini Street	NA	1172	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/07/2003	NA	Beetaloo Street *	NA	0	Full transfer	NA	20/06/2003	2	1	NA	0	1
1/08/2003	NA	58 Alroy Circuit *	NA	914	Full transfer	NA	3/07/2003	4	3	NA	0	2
16/01/2003	16/01/2003	39 Elkedra Close	NA	311	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
28/10/2003	23/08/2004	1/10 Jinka Street	NA	7726	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/12/2002	22/04/2003	14 Marrakai Street	925000	2836	Full transfer	Single residential dwelling	27/09/2002	6	2	2	4	NA
19/11/2002	11/02/2003	5 Mataranka Street	535000	980	Full transfer	Single residential dwelling	9/10/2002	5	2	1	2	NA
23/03/2002	7/06/2002	14 Kurundi Place	530500	1807	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/12/2002	13/02/2003	24 Goodparla Street	500000	1093	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/11/2002	14/01/2003	15 Marrakai Street	490000	1371	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/08/2002	24/10/2002	27 Tanumbirini Street	485000	888	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/12/2002	10/03/2003	22 Alroy Circuit	475000	888	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/03/2002	21/05/2002	7 Dungowan Street	474000	1346	Full transfer	Single residential dwelling	6/03/2002	4	1	1	4	1
10/12/2002	17/02/2003	29 Woolner Circuit	470000	1044	Full transfer	Single residential dwelling	23/10/2002	4	1	1	0	1
11/06/2002	5/08/2002	18 Ambalindum Street	468000	1115	Full transfer	Single residential dwelling	27/02/2001	6	3	NA	2	NA
26/09/2002	21/10/2002	16 Moroak Street	460000	1219	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/11/2002	3/01/2003	17 Erldunda Circuit	457000	911	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/06/2002	11/10/2002	2/13 Andado Place	450000	2189	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/11/2002	16/01/2003	15 Moroak Street	446000	1159	Full transfer	Single residential dwelling	3/10/2002	4	1	1	4	NA
16/04/2002	7/06/2002	7 Shandon Place	437500	1135	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
18/12/2002	10/03/2003	15 Alroy Circuit	427000	790	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/10/2002	20/12/2002	7 Florina Place	425000	1454	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/11/2002	4/03/2003	30/1 Delamere Street	417500	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/11/2002	NA	30/5 Delamere Street *	417500	NA	Full transfer	NA	15/11/2002	3	1	1	1	NA
20/03/2002	13/05/2002	46 Murranji Street	415000	1062	Full transfer	Single residential dwelling	20/01/2002	4	3	NA	2	2
22/01/2002	4/03/2002	3 Dungowan Street	415000	1170	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/08/2002	11/10/2002	27 Marrakai Street	411000	1144	Full transfer	Single residential dwelling	19/07/2002	3	1	1	2	NA
21/01/2002	27/03/2002	33 Woolner Circuit	408000	997	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/01/2002	20/02/2002	9 Mainoru Place	407500	1793	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/01/2002	1/03/2002	32 Mataranka Street	405000	1069	Full transfer	Single residential dwelling	26/10/2001	5	3	1	2	NA
8/11/2002	29/11/2002	10/1 Delamere Street	400000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/11/2002	16/12/2002	22 Kulgera Street	400000	914	Full transfer	Single residential dwelling	4/10/2002	4	1	1	1	NA
2/09/2002	11/10/2002	11/1 Delamere Street	399950	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/12/2002	7/03/2003	19 Mainoru Place	397500	1572	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/12/2002	10/03/2003	27 Alexandria Street	397000	1061	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/05/2002	20/06/2002	2/12 Andado Place	395000	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/06/2002	23/07/2002	4/12 Andado Place	394250	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/12/2002	4/03/2003	2 Kyabra Place	380000	1180	Full transfer	Single residential dwelling	31/10/2002	4	1	1	2	NA
1/03/2002	27/03/2002	56 Woolner Circuit	376000	1204	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/10/2002	20/12/2002	31 Tanumbirini Street	375000	1059	Full transfer	Single residential dwelling	25/09/2002	4	1	1	2	NA
24/08/2002	18/10/2002	3 Rosewood Place	370000	863	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/02/2002	27/02/2002	41 Tanumbirini Street	368000	1038	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/09/2002	28/11/2002	4 Andado Place	365000	1239	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/04/2002	17/06/2002	13 Goodparla Street	365000	1295	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
13/12/2002	12/02/2003	38 Woolner Circuit	359000	1075	Full transfer	Single residential dwelling	9/10/2002	3	1	1	0	2
24/05/2002	26/06/2002	25 Elsey Street	350000	1017	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/08/2002	27/09/2002	1 Alroy Circuit	342500	878	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/07/2002	29/08/2002	1/13 Andado Place	332000	2189	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/08/2002	18/10/2002	22/1 Delamere Street	320000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/08/2002	9/10/2002	3/2 Undoolya Street	315000	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/03/2002	27/05/2002	30 Mataranka Street	295000	952	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/10/2002	28/11/2002	9/2 Undoolya Street	294000	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/07/2002	29/08/2002	1 Marqua Place	289950	431	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
21/05/2002	30/07/2002	76 Springvale Drive	285000	1163	Full transfer	Single residential dwelling	21/01/2002	4	NA	1	1	NA
8/02/2002	7/03/2002	114 Murranji Street	280000	878	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/03/2002	3/05/2002	50 Erldunda Circuit	280000	1060	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
6/12/2002	10/01/2003	9/8 Bonrook Street	279000	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/12/2002	13/01/2003	7/10 Jinka Street	265000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
8/05/2002	6/08/2002	163 Belconnen Way	255000	1090	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/12/2002	4/02/2003	132 Murranji Street	246000	322	Full transfer	Medium density dwelling	14/11/2002	2	1	1	1	NA
8/11/2002	6/12/2002	30 Elkedra Close	235000	548	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
1/08/2002	17/09/2002	11/41 Jinka Street	230000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/11/2002	8/01/2003	108 Murranji Street	230000	777	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/08/2002	11/09/2002	29 Elkedra Close	230000	353	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
8/11/2002	6/12/2002	8/8 Walhallow Street	228000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/03/2002	9/04/2002	11 Marqua Place	222000	381	Full transfer	Medium density dwelling	13/06/2003	4	1	2	4	NA
4/04/2002	10/05/2002	17/21 Jinka Street	209000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/03/2002	11/04/2002	4 Epenarra Close	207000	302	Full transfer	Medium density dwelling	12/02/2002	3	2	1	1	NA
8/04/2002	14/05/2002	2/9 Jinka Street	200000	3362	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/07/2002	15/08/2002	14 Elkedra Close	200000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
9/05/2002	3/06/2002	18 Epenarra Close	196000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
20/03/2002	3/05/2002	7/9 Jinka Street	193000	3362	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/05/2002	26/06/2002	11 Epenarra Close	185000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
19/03/2002	22/03/2002	3/121 Hawker Place	185000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
8/08/2002	10/09/2002	15 Gorrie Close	180000	279	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
29/01/2002	19/03/2002	7/21 Jinka Street	179500	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/01/2002	12/02/2002	18/21 Jinka Street	167750	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/07/2002	10/07/2002	92 Springvale Drive	165000	1778	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/01/2002	NA	Tanumbirini Street *	164000	NA	Full transfer	NA	24/10/2001	3	1	NA	1	NA
18/01/2002	7/06/2002	152 Murranji Street	146000	307	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
11/10/2002	9/01/2003	17/30 Springvale Drive	143500	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/05/2002	3/07/2002	7/30 Springvale Drive	140000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/09/2002	21/10/2002	1/121 Hawker Place	138645	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
12/09/2002	21/10/2002	17/121 Hawker Place	138645	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
19/07/2002	27/09/2002	17/32 Springvale Drive	135000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/02/2002	27/03/2002	18/4 Beetaloo Street	130000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/06/2002	4/07/2002	15/8 Beetaloo Street	129000	5520	Full transfer	Multiple unit dwelling	28/05/2002	2	1	NA	0	1
30/10/2002	19/11/2002	15/153 Murranji Street	127000	5542	Full transfer	Multiple unit dwelling	2/10/2002	2	NA	NA	0	1
11/12/2002	7/01/2003	16/4 Beetaloo Street	126000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/06/2002	6/08/2002	18/4 Beetaloo Street	125000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/07/2002	3/10/2002	3/32 Springvale Drive	123000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/09/2002	11/10/2002	14/3 Bonrook Street	120950	3862	Full transfer	Multiple unit dwelling	5/06/2002	2	1	NA	0	1
1/08/2002	24/10/2002	7/8 Beetaloo Street	120500	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/08/2002	21/10/2002	2/8 Beetaloo Street	120000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/08/2002	23/09/2002	6/3 Bonrook Street	120000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/05/2002	12/06/2002	16/30 Springvale Drive	119950	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/02/2002	21/05/2002	2/32 Springvale Drive	119000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/08/2002	26/08/2002	3/3 Bonrook Street	118500	3862	Full transfer	Multiple unit dwelling	5/07/2002	2	1	NA	0	1
11/10/2002	12/12/2002	13/8 Beetaloo Street	118000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/09/2002	29/10/2002	19/8 Beetaloo Street	117500	5520	Full transfer	Multiple unit dwelling	15/08/2002	2	1	NA	0	1
25/07/2002	16/08/2002	23/4 Beetaloo Street	116500	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/07/2002	11/12/2002	17/26 Springvale Drive	116000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/02/2002	11/04/2002	9/30 Springvale Drive	116000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/04/2002	14/05/2002	13/30 Springvale Drive	115000	4017	Full transfer	Multiple unit dwelling	8/02/2002	2	1	NA	0	1
14/10/2002	30/12/2002	11/8 Beetaloo Street	115000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/11/2002	9/12/2002	6/4 Beetaloo Street	112000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/04/2002	24/05/2002	10/153 Murranji Street	109000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/04/2002	9/08/2002	14/4 Beetaloo Street	108000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
31/05/2002	20/06/2002	21/28 Springvale Drive	108000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/02/2002	7/03/2002	12/28 Springvale Drive	105000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/04/2002	13/05/2002	6/153 Murranji Street	102000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/02/2002	12/03/2002	19/30 Springvale Drive	101000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/03/2002	24/04/2002	11/153 Murranji Street	100000	5542	Full transfer	Multiple unit dwelling	20/12/2001	2	1	NA	0	1
5/12/2002	30/12/2002	9/72 Hawker Place	100000	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
24/01/2002	12/03/2002	2/4 Beetaloo Street	100000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/02/2002	27/02/2002	31/4 Beetaloo Street	100000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
