"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
1961,"colorado","TORNADO",13,0,2,0.08025,0
1961,"colorado","HAIL",20,0,0,0,0
1961,"colorado","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1962,"colorado","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1962,"colorado","TORNADO",25,0,0,0.00937,0
1962,"colorado","HAIL",34,0,0,0,0
1963,"colorado","HAIL",12,0,0,0,0
1963,"colorado","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1963,"colorado","TORNADO",3,0,0,0.005,0
1964,"colorado","HAIL",7,0,0,0,0
1964,"colorado","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1964,"colorado","TORNADO",2,0,0,0.0025,0
1965,"colorado","TORNADO",32,0,5,0.18806,0
1965,"colorado","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1965,"colorado","HAIL",32,0,0,0,0
1966,"colorado","TORNADO",11,0,0,0.0025,0
1966,"colorado","THUNDERSTORM / THUNDERSTORM WIND",16,0,0,0,0
1966,"colorado","HAIL",13,0,0,0,0
1967,"colorado","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1967,"colorado","TORNADO",21,0,8,0.55528,0
1967,"colorado","HAIL",30,0,0,0,0
1968,"colorado","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1968,"colorado","TORNADO",6,0,2,0.05525,0
1968,"colorado","HAIL",18,0,0,0,0
1969,"colorado","HAIL",17,0,0,0,0
1969,"colorado","TORNADO",10,0,0,0.05525,0
1969,"colorado","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1970,"colorado","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1970,"colorado","HAIL",9,0,0,0,0
1970,"colorado","TORNADO",5,0,0,0.0275,0
1971,"colorado","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1971,"colorado","TORNADO",16,0,9,2.7555,0
1971,"colorado","HAIL",34,0,0,0,0
1972,"colorado","HAIL",28,0,0,0,0
1972,"colorado","TORNADO",11,0,3,0.03025,0
1972,"colorado","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1973,"colorado","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1973,"colorado","HAIL",55,0,0,0,0
1973,"colorado","TORNADO",11,0,5,0.275,0
1974,"colorado","TORNADO",12,0,0,0.275,0
1974,"colorado","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1974,"colorado","HAIL",21,0,0,0,0
1975,"colorado","HAIL",39,0,0,0,0
1975,"colorado","TORNADO",20,0,0,0.3825,0
1975,"colorado","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1976,"colorado","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1976,"colorado","TORNADO",42,0,1,0.3575,0
1976,"colorado","HAIL",18,0,0,0,0
1977,"colorado","TORNADO",32,0,3,3.5025,0
1977,"colorado","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1977,"colorado","HAIL",40,0,0,0,0
1978,"colorado","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0,0
1978,"colorado","HAIL",21,0,0,0,0
1978,"colorado","TORNADO",18,0,3,0.29025,0
1979,"colorado","TORNADO",37,0,1,2.78128,0
1979,"colorado","HAIL",53,0,0,0,0
1979,"colorado","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1980,"colorado","TORNADO",26,0,0,0.286,0
1980,"colorado","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1980,"colorado","HAIL",33,0,0,0,0
1981,"colorado","THUNDERSTORM / THUNDERSTORM WIND",40,0,0,0,0
1981,"colorado","HAIL",66,0,0,0,0
1981,"colorado","TORNADO",26,0,44,32.53,0
1982,"colorado","HAIL",142,0,0,0,0
1982,"colorado","TORNADO",58,0,0,0.03907,0
1982,"colorado","THUNDERSTORM / THUNDERSTORM WIND",35,0,0,0,0
1983,"colorado","HAIL",160,0,0,0,0
1983,"colorado","TORNADO",32,0,0,0.286,0
1983,"colorado","THUNDERSTORM / THUNDERSTORM WIND",49,0,0,0,0
1984,"colorado","HAIL",69,0,29,0,0
1984,"colorado","TORNADO",41,0,0,0.40025,0
1984,"colorado","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1985,"colorado","TORNADO",26,0,5,0.63,0
1985,"colorado","THUNDERSTORM / THUNDERSTORM WIND",31,0,0,0,0
1985,"colorado","HAIL",83,0,0,0,0
1986,"colorado","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1986,"colorado","HAIL",84,0,7,0,0
1986,"colorado","TORNADO",21,0,6,5.2775,0
1987,"colorado","THUNDERSTORM / THUNDERSTORM WIND",17,1,0,0,0
1987,"colorado","TORNADO",40,0,0,0.08,0
1987,"colorado","HAIL",129,0,1,0,0
1988,"colorado","THUNDERSTORM / THUNDERSTORM WIND",34,0,1,0,0
1988,"colorado","HAIL",48,0,0,0,0
1988,"colorado","TORNADO",48,0,7,28.88275,0
1989,"colorado","THUNDERSTORM / THUNDERSTORM WIND",36,0,2,0,0
1989,"colorado","HAIL",89,0,1,0,0
1989,"colorado","TORNADO",22,0,0,0.58,0
1990,"colorado","THUNDERSTORM / THUNDERSTORM WIND",37,0,0,0,0
1990,"colorado","TORNADO",57,0,16,26.16,0
1990,"colorado","HAIL",85,0,60,0,0
1991,"colorado","HAIL",202,0,0,0,0
1991,"colorado","THUNDERSTORM / THUNDERSTORM WIND",40,0,1,0,0
1991,"colorado","TORNADO",76,0,0,1.35,0
1992,"colorado","TORNADO",82,0,4,0.3825,0
1992,"colorado","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1950,"connecticut","TORNADO",2,0,3,0.2525,0
1951,"connecticut","TORNADO",3,0,17,0.525,0
1954,"connecticut","TORNADO",2,0,2,0.0275,0
1955,"connecticut","HAIL",1,0,0,0,0
1955,"connecticut","TORNADO",2,0,0,0.005,0
1956,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1956,"connecticut","TORNADO",1,0,0,0.00025,0
1956,"connecticut","HAIL",1,0,0,0,0
1957,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1957,"connecticut","HAIL",2,0,0,0,0
1957,"connecticut","TORNADO",1,0,0,0.25,0
1958,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1958,"connecticut","TORNADO",3,0,2,0.25253,0
1959,"connecticut","TORNADO",3,0,0,0.00503,0
1959,"connecticut","HAIL",1,0,0,0,0
1960,"connecticut","HAIL",4,0,0,0,0
1960,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1961,"connecticut","TORNADO",1,0,0,0.0025,0
1961,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1961,"connecticut","HAIL",4,0,0,0,0
1962,"connecticut","HAIL",6,0,0,0,0
1962,"connecticut","TORNADO",3,1,50,5.025,0
1962,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1963,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1963,"connecticut","HAIL",4,0,0,0,0
1963,"connecticut","TORNADO",1,0,0,0.0025,0
1964,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1964,"connecticut","HAIL",2,0,0,0,0
1965,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1965,"connecticut","HAIL",2,0,0,0,0
1965,"connecticut","TORNADO",1,0,0,0.025,0
1966,"connecticut","HAIL",2,0,0,0,0
1966,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1966,"connecticut","TORNADO",1,0,0,0.025,0
1968,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1968,"connecticut","TORNADO",3,0,0,0.0275,0
1969,"connecticut","HAIL",3,0,0,0,0
1969,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1970,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1970,"connecticut","TORNADO",1,0,1,0.025,0
1971,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1971,"connecticut","TORNADO",2,0,2,0.275,0
1971,"connecticut","HAIL",1,0,0,0,0
1972,"connecticut","HAIL",1,0,0,0,0
1972,"connecticut","TORNADO",3,0,0,0.2775,0
1973,"connecticut","HAIL",5,0,0,0,0
1973,"connecticut","TORNADO",8,0,1,2.53003,0
1973,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1974,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1974,"connecticut","HAIL",6,0,0,0,0
1974,"connecticut","TORNADO",2,0,0,0.00275,0
1975,"connecticut","TORNADO",2,0,0,0.0025,0
1975,"connecticut","HAIL",2,0,0,0,0
1975,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1976,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1976,"connecticut","HAIL",1,0,0,0,0
1976,"connecticut","TORNADO",1,0,0,0.025,0
1977,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1978,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1979,"connecticut","HAIL",2,0,0,0,0
1979,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1979,"connecticut","TORNADO",1,3,500,250,0
1980,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1981,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1982,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1982,"connecticut","HAIL",1,0,0,0,0
1982,"connecticut","TORNADO",1,0,0,0.0025,0
1983,"connecticut","HAIL",4,0,0,0,0
1983,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1983,"connecticut","TORNADO",1,0,0,3e-05,0
1984,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",16,0,0,0,0
1984,"connecticut","TORNADO",1,0,0,0,0
1985,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1985,"connecticut","TORNADO",2,0,0,2.50025,0
1986,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",2,0,1,0,0
1987,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1987,"connecticut","HAIL",1,0,0,0,0
1988,"connecticut","HAIL",1,0,0,0,0
1988,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1989,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",10,1,10,0,0
1989,"connecticut","TORNADO",4,0,114,325,0
1989,"connecticut","HAIL",2,0,0,0,0
1990,"connecticut","TORNADO",1,0,7,0.0025,0
1990,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1991,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",33,0,1,0,0
1991,"connecticut","HAIL",3,0,0,0,0
1992,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",32,0,3,0,0
1992,"connecticut","TORNADO",4,0,0,0.00025,0
1954,"delaware","TORNADO",1,0,0,0.0025,0
1955,"delaware","TORNADO",1,0,1,0.0025,0
1957,"delaware","TORNADO",2,0,0,0.005,0
1957,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1958,"delaware","TORNADO",1,0,0,0.0025,0
1958,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1959,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1960,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1961,"delaware","TORNADO",1,0,0,0.025,0
1961,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1962,"delaware","TORNADO",2,0,0,0.05,0
1962,"delaware","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1963,"delaware","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1964,"delaware","TORNADO",1,0,0,0.0025,0
1964,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1965,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1966,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1967,"delaware","TORNADO",4,0,7,0.25525,0
1967,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1968,"delaware","HAIL",4,0,0,0,0
1968,"delaware","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1969,"delaware","HAIL",2,0,0,0,0
1969,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1970,"delaware","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1970,"delaware","HAIL",1,0,0,0,0
1971,"delaware","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1971,"delaware","HAIL",1,0,0,0,0
1973,"delaware","TORNADO",1,0,0,0,0
1973,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1974,"delaware","HAIL",2,0,0,0,0
1974,"delaware","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1975,"delaware","TORNADO",5,0,3,0.255,0
1975,"delaware","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1975,"delaware","HAIL",1,0,0,0,0
1976,"delaware","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1976,"delaware","TORNADO",2,0,1,0.25,0
1976,"delaware","HAIL",2,0,0,0,0
1977,"delaware","TORNADO",3,0,1,0.2775,0
1977,"delaware","HAIL",2,0,0,0,0
1977,"delaware","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1978,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1979,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1979,"delaware","TORNADO",2,0,5,0.5,0
1980,"delaware","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1980,"delaware","HAIL",3,0,0,0,0
1981,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1981,"delaware","HAIL",1,0,0,0,0
1982,"delaware","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1983,"delaware","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1983,"delaware","TORNADO",1,2,9,0.25,0
1983,"delaware","HAIL",2,0,0,0,0
1984,"delaware","HAIL",2,0,0,0,0
1984,"delaware","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1984,"delaware","TORNADO",3,0,10,0.525,0
1985,"delaware","THUNDERSTORM / THUNDERSTORM WIND",4,0,2,0,0
1986,"delaware","THUNDERSTORM / THUNDERSTORM WIND",2,0,1,0,0
1986,"delaware","HAIL",1,0,0,0,0
1987,"delaware","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1987,"delaware","HAIL",1,0,0,0,0
1988,"delaware","THUNDERSTORM / THUNDERSTORM WIND",6,0,2,0,0
1988,"delaware","TORNADO",3,0,30,5,0
1988,"delaware","HAIL",1,0,0,0,0
1989,"delaware","THUNDERSTORM / THUNDERSTORM WIND",11,0,1,0,0
1989,"delaware","HAIL",1,0,0,0,0
1989,"delaware","TORNADO",3,0,2,2.75,0
1990,"delaware","THUNDERSTORM / THUNDERSTORM WIND",12,0,1,0,0
1990,"delaware","HAIL",1,0,0,0,0
1990,"delaware","TORNADO",1,0,0,0.25,0
1991,"delaware","THUNDERSTORM / THUNDERSTORM WIND",11,0,2,0,0
1991,"delaware","HAIL",1,0,0,0,0
1991,"delaware","TORNADO",1,0,0,0.25,0
1992,"delaware","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1992,"delaware","TORNADO",6,0,0,0.3,0
1950,"florida","TORNADO",6,0,0,0.0825,0
1951,"florida","TORNADO",9,3,0,0.33525,0
1952,"florida","TORNADO",10,0,9,0.0925,0
1953,"florida","TORNADO",21,0,36,0.36393,0
1954,"florida","TORNADO",13,2,6,0.11034,0
1955,"florida","TORNADO",12,0,0,0.05128,0
1955,"florida","HAIL",3,0,0,0,0
1955,"florida","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1956,"florida","TORNADO",10,0,21,3.05278,0
1956,"florida","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1956,"florida","HAIL",3,0,0,0,0
1957,"florida","TORNADO",17,0,1,0.09046,0
1957,"florida","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1957,"florida","HAIL",5,0,0,0,0
1958,"florida","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1958,"florida","TORNADO",27,1,69,1.16599,0
1958,"florida","HAIL",3,0,0,0,0
1959,"florida","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1959,"florida","HAIL",6,0,0,0,0
1959,"florida","TORNADO",18,1,105,3.30615,0
1960,"florida","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0,0
1960,"florida","TORNADO",31,1,9,1.90068,0
1960,"florida","HAIL",17,0,0,0,0
1961,"florida","THUNDERSTORM / THUNDERSTORM WIND",28,0,0,0,0
1961,"florida","TORNADO",24,0,10,3.1905,0
1961,"florida","HAIL",14,0,0,0,0
1962,"florida","TORNADO",18,18,136,5.38503,0
1962,"florida","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1962,"florida","HAIL",14,0,0,0,0
1963,"florida","THUNDERSTORM / THUNDERSTORM WIND",31,0,0,0,0
1963,"florida","TORNADO",28,0,4,1.58375,0
1963,"florida","HAIL",10,0,0,0,0
1964,"florida","TORNADO",37,0,65,4.16278,0
1964,"florida","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1964,"florida","HAIL",13,0,0,0,0
1965,"florida","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1965,"florida","TORNADO",12,0,8,0.33256,0
1965,"florida","HAIL",6,0,0,0,0
1966,"florida","THUNDERSTORM / THUNDERSTORM WIND",31,0,0,0,0
1966,"florida","HAIL",9,0,0,0,0
1966,"florida","TORNADO",30,11,535,75.8085,0
1967,"florida","TORNADO",23,2,148,8.06028,0
1967,"florida","HAIL",13,0,0,0,0
1967,"florida","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1968,"florida","TORNADO",61,4,56,10.48137,0
1968,"florida","THUNDERSTORM / THUNDERSTORM WIND",40,0,0,0,0
1968,"florida","HAIL",23,0,0,0,0
1969,"florida","THUNDERSTORM / THUNDERSTORM WIND",63,0,0,0,0
1969,"florida","HAIL",18,0,0,0,0
1969,"florida","TORNADO",58,0,10,1.31384,0
1970,"florida","TORNADO",48,0,14,3.46512,0
1970,"florida","THUNDERSTORM / THUNDERSTORM WIND",51,0,0,0,0
1970,"florida","HAIL",7,0,0,0,0
1971,"florida","TORNADO",59,0,125,3.4819,0
1971,"florida","THUNDERSTORM / THUNDERSTORM WIND",60,0,0,0,0
1971,"florida","HAIL",32,0,0,0,0
1972,"florida","TORNADO",77,1,115,8.78405,0
1972,"florida","THUNDERSTORM / THUNDERSTORM WIND",35,0,0,0,0
1972,"florida","HAIL",24,0,0,0,0
1973,"florida","TORNADO",50,1,94,20.49853,0
1973,"florida","THUNDERSTORM / THUNDERSTORM WIND",48,0,0,0,0
1973,"florida","HAIL",17,0,0,0,0
1974,"florida","TORNADO",58,1,71,18.11075,0
1974,"florida","THUNDERSTORM / THUNDERSTORM WIND",68,0,0,0,0
1974,"florida","HAIL",29,0,0,0,0
1975,"florida","TORNADO",104,2,79,12.40575,0
1975,"florida","THUNDERSTORM / THUNDERSTORM WIND",86,0,0,0,0
1975,"florida","HAIL",20,0,0,0,0
1976,"florida","TORNADO",67,1,32,6.70628,0
1976,"florida","THUNDERSTORM / THUNDERSTORM WIND",44,0,0,0,0
1976,"florida","HAIL",16,0,0,0,0
1977,"florida","TORNADO",35,1,18,1.10325,0
1977,"florida","THUNDERSTORM / THUNDERSTORM WIND",40,0,0,0,0
1977,"florida","HAIL",17,0,0,0,0
1978,"florida","TORNADO",94,3,155,19.42778,0
1978,"florida","THUNDERSTORM / THUNDERSTORM WIND",83,0,0,0,0
1978,"florida","HAIL",9,0,0,0,0
1979,"florida","TORNADO",90,1,69,42.67309,0
1979,"florida","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1979,"florida","HAIL",17,0,0,0,0
1980,"florida","TORNADO",60,1,59,36.203,0
1980,"florida","HAIL",25,0,0,0,0
1980,"florida","THUNDERSTORM / THUNDERSTORM WIND",56,0,0,0,0
1981,"florida","TORNADO",61,0,33,9.07325,0
1981,"florida","THUNDERSTORM / THUNDERSTORM WIND",56,0,0,0,0
1981,"florida","HAIL",19,0,0,0,0
1982,"florida","THUNDERSTORM / THUNDERSTORM WIND",68,0,0,0,0
1982,"florida","TORNADO",71,2,39,12.76334,0
1982,"florida","HAIL",21,0,0,0,0
1983,"florida","HAIL",50,0,0,0,0
1983,"florida","TORNADO",93,4,51,99.90415,0
1983,"florida","THUNDERSTORM / THUNDERSTORM WIND",144,1,9,0,0
1984,"florida","THUNDERSTORM / THUNDERSTORM WIND",76,0,0,0,0
1984,"florida","TORNADO",31,0,4,5.24028,0
1984,"florida","HAIL",18,0,0,0,0
1985,"florida","TORNADO",36,2,56,34.7485,0
1985,"florida","THUNDERSTORM / THUNDERSTORM WIND",68,0,2,0,0
1985,"florida","HAIL",18,0,0,0,0
1986,"florida","THUNDERSTORM / THUNDERSTORM WIND",96,0,5,0,0
1986,"florida","TORNADO",53,0,34,9.83453,0
1986,"florida","HAIL",37,0,0,0,0
1987,"florida","TORNADO",45,1,18,4.73128,0
1987,"florida","THUNDERSTORM / THUNDERSTORM WIND",67,1,6,0,0
1987,"florida","HAIL",3,0,0,0,0
1988,"florida","THUNDERSTORM / THUNDERSTORM WIND",56,0,14,0,0
1988,"florida","TORNADO",47,5,26,32.68075,0
1988,"florida","HAIL",14,0,0,0,0
1989,"florida","TORNADO",72,3,8,35.13075,0
1989,"florida","HAIL",46,0,0,0,0
1989,"florida","THUNDERSTORM / THUNDERSTORM WIND",173,0,10,0,0
1990,"florida","TORNADO",57,0,10,1.67562,0
1990,"florida","THUNDERSTORM / THUNDERSTORM WIND",199,1,10,0,0
1990,"florida","HAIL",31,0,0,0,0
1991,"florida","THUNDERSTORM / THUNDERSTORM WIND",216,2,19,0,0
1991,"florida","TORNADO",56,0,14,9.935,0
1991,"florida","HAIL",58,0,1,0,0
1992,"florida","THUNDERSTORM / THUNDERSTORM WIND",211,1,12,0,0
1992,"florida","TORNADO",60,4,99,31.85253,0
1950,"georgia","TORNADO",4,0,1,0.0325,0
1951,"georgia","TORNADO",3,0,0,0.0525,0
1952,"georgia","TORNADO",13,0,34,3.9025,0
1953,"georgia","TORNADO",12,22,618,51.15,0
1954,"georgia","TORNADO",37,10,217,35.4175,0
1955,"georgia","HAIL",10,0,0,0,0
1955,"georgia","TORNADO",16,4,5,5.61325,0
1955,"georgia","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1956,"georgia","TORNADO",18,0,2,3.06318,0
1956,"georgia","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1956,"georgia","HAIL",2,0,0,0,0
1957,"georgia","HAIL",6,0,0,0,0
1957,"georgia","TORNADO",23,3,22,1.83253,0
1957,"georgia","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1958,"georgia","TORNADO",11,0,19,0.79003,0
1958,"georgia","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1958,"georgia","HAIL",2,0,0,0,0
1959,"georgia","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1959,"georgia","TORNADO",10,0,9,0.60775,0
1959,"georgia","HAIL",4,0,0,0,0
1960,"georgia","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1960,"georgia","HAIL",7,0,0,0,0
1960,"georgia","TORNADO",7,0,0,0.31,0
1961,"georgia","TORNADO",48,1,19,3.7535,0
1961,"georgia","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1961,"georgia","HAIL",5,0,0,0,0
1962,"georgia","TORNADO",12,0,0,0.705,0
1962,"georgia","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1962,"georgia","HAIL",9,0,0,0,0
1963,"georgia","TORNADO",22,1,17,7.2775,0
1963,"georgia","THUNDERSTORM / THUNDERSTORM WIND",28,0,0,0,0
1963,"georgia","HAIL",8,0,0,0,0
1964,"georgia","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1964,"georgia","TORNADO",19,2,22,9.925,0
1964,"georgia","HAIL",7,0,0,0,0
1965,"georgia","HAIL",5,0,0,0,0
1965,"georgia","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1965,"georgia","TORNADO",14,0,3,0.4375,0
1966,"georgia","TORNADO",21,0,18,3.965,0
1966,"georgia","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1966,"georgia","HAIL",1,0,0,0,0
1967,"georgia","TORNADO",25,0,7,0.39525,0
1967,"georgia","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1967,"georgia","HAIL",8,0,0,0,0
1968,"georgia","THUNDERSTORM / THUNDERSTORM WIND",45,0,0,0,0
1968,"georgia","TORNADO",24,0,12,0.575,0
1968,"georgia","HAIL",17,0,0,0,0
1969,"georgia","TORNADO",17,0,39,2.98503,0
1969,"georgia","THUNDERSTORM / THUNDERSTORM WIND",40,0,0,0,0
1969,"georgia","HAIL",10,0,0,0,0
1970,"georgia","TORNADO",20,1,18,1.0825,0
1970,"georgia","HAIL",13,0,0,0,0
1970,"georgia","THUNDERSTORM / THUNDERSTORM WIND",42,0,0,0,0
1971,"georgia","TORNADO",50,2,49,5.1875,0
1971,"georgia","HAIL",29,0,0,0,0
1971,"georgia","THUNDERSTORM / THUNDERSTORM WIND",71,0,0,0,0
1972,"georgia","TORNADO",44,1,50,8.07275,0
1972,"georgia","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1972,"georgia","HAIL",8,0,0,0,0
1973,"georgia","TORNADO",36,3,197,1310.42025,0
1973,"georgia","THUNDERSTORM / THUNDERSTORM WIND",42,0,0,0,0
1973,"georgia","HAIL",20,0,0,0,0
1974,"georgia","TORNADO",44,20,180,35.805,0
1974,"georgia","THUNDERSTORM / THUNDERSTORM WIND",107,0,0,0,0
1974,"georgia","HAIL",22,0,0,0,0
1975,"georgia","THUNDERSTORM / THUNDERSTORM WIND",111,0,0,0,0
1975,"georgia","HAIL",16,0,0,0,0
1975,"georgia","TORNADO",25,5,248,280.7275,0
1976,"georgia","TORNADO",21,0,3,2.00528,0
1976,"georgia","THUNDERSTORM / THUNDERSTORM WIND",64,0,0,0,0
1976,"georgia","HAIL",2,0,0,0,0
1977,"georgia","HAIL",15,0,0,0,0
1977,"georgia","TORNADO",17,1,22,4.63025,0
1977,"georgia","THUNDERSTORM / THUNDERSTORM WIND",43,0,0,0,0
1978,"georgia","THUNDERSTORM / THUNDERSTORM WIND",54,0,0,0,0
1978,"georgia","TORNADO",19,0,6,13.525,0
1978,"georgia","HAIL",10,0,0,0,0
1979,"georgia","THUNDERSTORM / THUNDERSTORM WIND",70,0,0,0,0
1979,"georgia","HAIL",21,0,0,0,0
1979,"georgia","TORNADO",20,0,12,8.95775,0
1980,"georgia","HAIL",30,0,0,0,0
